epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
110,1.208110,0.908689,0.941191,0.830972,0.635691,0.823753,0.00029053,0.4632,272.3
111,1.201772,0.910539,0.959987,0.829104,0.641447,0.821462,0.00028344,0.4609,271.4
112,1.199398,0.911406,0.938694,0.833816,0.638158,0.827507,0.00027639,0.4586,277.4
113,1.188812,0.914283,0.936143,0.833629,0.644737,0.827751,0.00026938,0.4563,275.7
114,1.187208,0.914845,0.974760,0.831568,0.642270,0.826630,0.00026242,0.4540,271.1
115,1.189631,0.913015,0.932906,0.831350,0.635691,0.825167,0.00025550,0.4518,276.3
116,1.185524,0.914758,0.952861,0.829630,0.638980,0.822534,0.00024864,0.4495,274.1
117,1.167746,0.919591,1.013792,0.818424,0.632401,0.811760,0.00024182,0.4473,289.7
118,1.178318,0.916710,0.995699,0.829071,0.652961,0.822681,0.00023506,0.4450,292.3
119,1.184674,0.915402,0.914735,0.835176,0.635691,0.828970,0.00022835,0.4428,304.0
120,1.180352,0.917178,0.875460,0.843077,0.656250,0.837794,0.00022170,0.4406,315.4
121,1.174702,0.918470,0.896029,0.841474,0.666941,0.836380,0.00021512,0.4384,321.0
122,1.167305,0.920163,0.927028,0.836546,0.653783,0.828726,0.00020860,0.4362,310.9
123,1.170930,0.918663,0.970181,0.829776,0.652961,0.821364,0.00020214,0.4340,317.4
124,1.167531,0.919788,0.921446,0.839783,0.661184,0.834820,0.00019575,0.4318,317.8
125,1.166423,0.919784,0.894098,0.841623,0.664474,0.836819,0.00018943,0.4297,319.3
126,1.170742,0.919058,0.905806,0.839446,0.661184,0.835747,0.00018318,0.4275,315.7
127,1.156469,0.922595,0.904250,0.839109,0.657895,0.832383,0.00017700,0.4254,318.7
128,1.150825,0.923977,0.902170,0.839732,0.663651,0.834479,0.00017091,0.4233,313.9
129,1.138325,0.927103,0.908899,0.838002,0.668586,0.832188,0.00016489,0.4212,312.0
130,1.148623,0.924512,0.885146,0.844856,0.665296,0.839598,0.00015895,0.4191,287.4
131,1.143054,0.926453,0.953444,0.833249,0.662829,0.827020,0.00015309,0.4191,343.2
132,1.132529,0.928586,0.906889,0.842858,0.671053,0.836478,0.00014732,0.4170,294.3
133,1.136621,0.928075,0.893074,0.844956,0.675164,0.841012,0.00014163,0.4149,300.7
134,1.135567,0.928084,0.875391,0.848223,0.681743,0.841890,0.00013603,0.4128,313.0
135,1.129136,0.929729,0.856465,0.849722,0.678454,0.845449,0.00013052,0.4107,291.7
136,1.133270,0.928085,0.862487,0.849244,0.674342,0.841451,0.00012511,0.4087,280.5
137,1.102441,0.937757,0.875186,0.849641,0.673520,0.845595,0.00011978,0.4087,353.5
138,1.090576,0.940888,0.896018,0.844802,0.663651,0.839306,0.00011456,0.4066,291.2
139,1.092353,0.940992,0.905922,0.843256,0.672697,0.840476,0.00010943,0.4046,283.0
140,1.094054,0.940451,0.921813,0.841660,0.678454,0.836819,0.00010440,0.4026,281.9
141,1.096310,0.939508,0.912443,0.844488,0.666118,0.840573,0.00009947,0.4006,282.3
142,1.093426,0.940639,0.905461,0.844809,0.676809,0.839745,0.00009464,0.4000,282.2
143,1.115260,0.933339,0.906781,0.842551,0.671053,0.837307,0.00008992,0.4000,282.3
144,1.110626,0.934103,0.907544,0.843566,0.680099,0.838672,0.00008530,0.4000,281.7
145,1.103262,0.936389,0.875228,0.849206,0.688322,0.845303,0.00008079,0.4000,280.8
146,1.104096,0.936777,0.921946,0.841932,0.681743,0.837746,0.00007639,0.4000,323.2
147,1.109941,0.934348,0.866415,0.852208,0.689145,0.848130,0.00007210,0.4000,317.2
148,1.100859,0.937402,0.882672,0.848747,0.688322,0.843450,0.00006793,0.4000,277.1
149,1.096343,0.938202,0.884056,0.848851,0.690789,0.844912,0.00006386,0.4000,273.6
150,1.100125,0.937488,0.866968,0.850085,0.686678,0.843401,0.00005991,0.4000,275.8
151,1.099601,0.937510,0.878377,0.849916,0.692434,0.845985,0.00005608,0.4000,275.3
152,1.054997,0.950677,0.901790,0.848092,0.691612,0.842670,0.00005236,0.4000,339.0
153,1.034678,0.956480,0.957591,0.839260,0.680921,0.833553,0.00004877,0.4000,293.8
154,1.046124,0.953452,0.907983,0.847437,0.677632,0.843450,0.00004529,0.4000,296.6
155,1.042052,0.954650,0.906889,0.848107,0.680921,0.843937,0.00004193,0.4000,277.9
156,1.047677,0.953195,0.926800,0.844665,0.682566,0.841158,0.00003870,0.4000,277.1
157,1.053795,0.951752,0.933651,0.842053,0.681743,0.838379,0.00003559,0.4000,279.7
158,1.057919,0.949466,0.923564,0.842741,0.680921,0.838087,0.00003261,0.4000,276.7
159,1.059039,0.948835,0.908111,0.844826,0.685855,0.840183,0.00002974,0.4000,275.8
160,1.061964,0.948090,0.933135,0.841641,0.677632,0.837356,0.00002701,0.4000,277.6
161,1.057744,0.949225,0.921634,0.843730,0.679276,0.839062,0.00002440,0.4000,279.1
162,1.063442,0.948056,0.918452,0.844003,0.684211,0.839891,0.00002193,0.4000,275.6
163,1.034083,0.956584,0.909366,0.846543,0.689145,0.842280,0.00001958,0.4000,355.4
164,1.029248,0.957293,0.929282,0.844530,0.689145,0.841158,0.00001736,0.4000,429.6
165,1.025823,0.958973,0.934148,0.844083,0.688322,0.840671,0.00001527,0.4000,514.3
166,1.031435,0.957323,0.928236,0.844022,0.686678,0.840037,0.00001331,0.4000,460.3
167,1.026824,0.958295,0.930482,0.843562,0.684211,0.839988,0.00001149,0.4000,453.9
168,1.029407,0.958004,0.908143,0.848444,0.689967,0.844327,0.00000980,0.4000,455.1
169,1.053557,0.951102,0.915035,0.845394,0.685033,0.841548,0.00000824,0.4000,452.8
170,1.047641,0.952694,0.915930,0.846178,0.690789,0.842280,0.00000681,0.4000,399.3
171,1.047781,0.952199,0.907177,0.847208,0.689967,0.843596,0.00000552,0.4000,291.3
172,1.047341,0.952355,0.906240,0.847494,0.692434,0.843840,0.00000436,0.4000,285.0
173,1.046435,0.952630,0.906201,0.847710,0.690789,0.844132,0.00000334,0.4000,278.8
174,1.058133,0.949405,0.912836,0.846586,0.688322,0.842524,0.00000246,0.4000,276.9
175,1.063278,0.947376,0.910126,0.847190,0.688322,0.843401,0.00000171,0.4000,278.0
176,1.051784,0.950424,0.905799,0.847844,0.689967,0.843840,0.00000109,0.4000,280.4
177,1.056022,0.949872,0.903806,0.848351,0.691612,0.845059,0.00000100,0.4000,278.7
178,1.072155,0.944749,0.901811,0.848562,0.693257,0.845108,0.00000100,0.4000,278.9
179,1.081117,0.942928,0.918977,0.844821,0.686678,0.840866,0.00000100,0.4000,283.5
180,1.073202,0.944230,0.902220,0.847637,0.688322,0.843986,0.00000100,0.4000,278.6
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,4.057344,0.163039,3.799655,0.103279,0.000000,0.054800,0.00008000,0.8000,344.0
2,3.299332,0.337918,4.225847,0.132151,0.000000,0.110526,0.00016000,0.7960,298.9
3,3.031916,0.405485,4.188157,0.158628,0.000000,0.146263,0.00024000,0.7920,280.4
4,2.842459,0.453759,4.031413,0.200108,0.004112,0.182682,0.00032000,0.7881,282.6
5,2.693098,0.492573,3.762815,0.229050,0.005757,0.201063,0.00040000,0.7841,279.4
6,2.556176,0.528250,3.656593,0.270176,0.007401,0.250500,0.00048000,0.7802,281.7
7,2.436281,0.560424,3.310716,0.312010,0.018914,0.270587,0.00056000,0.7763,269.9
8,2.340368,0.588556,3.290161,0.339502,0.036184,0.316221,0.00064000,0.7724,281.6
9,2.236011,0.618333,2.968854,0.389841,0.051809,0.364097,0.00072000,0.7686,278.3
10,2.169316,0.638114,2.932842,0.416181,0.077303,0.388669,0.00080000,0.7647,273.2
11,2.102421,0.658231,2.726940,0.447923,0.120888,0.416801,0.00079995,0.7609,275.0
12,2.030831,0.680443,2.682840,0.479228,0.157895,0.462337,0.00079978,0.7571,280.7
13,1.961994,0.701096,2.460116,0.511624,0.171875,0.480620,0.00079951,0.7533,289.4
14,1.914743,0.715327,2.199437,0.566140,0.228618,0.545073,0.00079913,0.7495,284.9
15,1.852795,0.732666,2.056581,0.593819,0.263158,0.570182,0.00079863,0.7458,285.7
16,1.810376,0.745181,1.975388,0.613718,0.288651,0.595290,0.00079803,0.7421,286.6
17,1.772909,0.756299,1.958051,0.627589,0.298520,0.610843,0.00079732,0.7383,283.7
18,1.730827,0.768605,1.794091,0.651075,0.319901,0.628833,0.00079651,0.7347,278.6
19,1.700789,0.777411,1.745377,0.660868,0.347039,0.644581,0.00079558,0.7310,272.7
20,1.669268,0.786434,1.698968,0.671938,0.363487,0.656428,0.00079454,0.7273,265.2
21,1.643913,0.794169,1.660709,0.682837,0.377467,0.666423,0.00079340,0.7237,272.3
22,1.615001,0.802031,1.561094,0.702544,0.396382,0.688362,0.00079215,0.7201,276.4
23,1.605019,0.805463,1.638515,0.690301,0.403783,0.670274,0.00079079,0.7165,276.1
24,1.587431,0.810836,1.530143,0.707206,0.417763,0.690654,0.00078933,0.7129,279.2
25,1.553269,0.819531,1.424436,0.728874,0.430921,0.713568,0.00078776,0.7093,285.2
26,1.539291,0.823979,1.481310,0.718760,0.429276,0.700892,0.00078608,0.7058,269.9
27,1.520884,0.829020,1.421484,0.733352,0.456414,0.719419,0.00078430,0.7022,271.8
28,1.511826,0.830922,1.413885,0.732717,0.442434,0.717469,0.00078241,0.6987,272.0
29,1.493682,0.836877,1.387520,0.735654,0.455592,0.721125,0.00078042,0.6952,270.0
30,1.475662,0.841781,1.365171,0.747081,0.454770,0.733899,0.00077833,0.6918,271.6
31,1.473903,0.842265,1.340573,0.752973,0.489309,0.737750,0.00077613,0.6883,270.5
32,1.449861,0.849529,1.295368,0.757853,0.481086,0.744820,0.00077383,0.6849,269.6
33,1.440808,0.850783,1.248890,0.765640,0.486842,0.757545,0.00077142,0.6814,268.0
34,1.428006,0.854967,1.283526,0.766493,0.502467,0.755010,0.00076892,0.6780,268.3
35,1.413380,0.858690,1.233165,0.772663,0.501645,0.759690,0.00076631,0.6746,271.5
36,1.397233,0.863284,1.253348,0.770898,0.513158,0.758959,0.00076360,0.6713,271.1
37,1.389968,0.865131,1.164362,0.780122,0.514803,0.771635,0.00076080,0.6679,269.8
38,1.386746,0.866386,1.185735,0.776644,0.508224,0.764712,0.00075789,0.6646,271.4
39,1.377324,0.868046,1.185644,0.785777,0.504112,0.773975,0.00075489,0.6613,269.6
40,1.371279,0.870430,1.167857,0.785698,0.537007,0.772025,0.00075179,0.6579,269.5
41,1.353387,0.874776,1.186956,0.784676,0.532072,0.773341,0.00074859,0.6547,268.9
42,1.356778,0.874052,1.175735,0.783208,0.525493,0.771732,0.00074530,0.6514,269.2
43,1.340512,0.877687,1.119579,0.795909,0.551809,0.785042,0.00074192,0.6481,270.6
44,1.340180,0.878313,1.174467,0.782940,0.542763,0.770465,0.00073844,0.6449,270.5
45,1.327848,0.881524,1.157897,0.791543,0.520559,0.782068,0.00073487,0.6417,270.9
46,1.322338,0.882819,1.215526,0.779247,0.531250,0.765102,0.00073120,0.6385,269.4
47,1.320145,0.883687,1.133798,0.796732,0.545230,0.786700,0.00072745,0.6353,269.6
48,1.315059,0.884864,1.187598,0.787845,0.550164,0.779435,0.00072361,0.6321,272.4
49,1.305730,0.887047,1.109131,0.799459,0.556743,0.789966,0.00071968,0.6289,270.2
50,1.293763,0.889551,1.164338,0.793326,0.564967,0.784360,0.00071566,0.6258,268.8
51,1.289969,0.890831,1.155637,0.792704,0.569079,0.779972,0.00071155,0.6227,269.4
52,1.284763,0.891436,1.053743,0.806896,0.572368,0.797280,0.00070736,0.6195,268.7
53,1.275611,0.893933,1.120023,0.799057,0.570724,0.787821,0.00070309,0.6164,271.2
54,1.269726,0.896541,1.063468,0.810279,0.571546,0.797718,0.00069873,0.6134,271.5
55,1.266180,0.897019,1.117927,0.801350,0.582237,0.790698,0.00069429,0.6103,268.0
56,1.259357,0.898159,1.056977,0.810669,0.575658,0.799425,0.00068977,0.6072,267.7
57,1.257978,0.898361,0.986344,0.821123,0.584704,0.811613,0.00068517,0.6042,269.2
58,1.251600,0.900644,1.038451,0.816566,0.584704,0.808249,0.00068049,0.6012,271.0
59,1.243523,0.902602,0.955829,0.825829,0.606086,0.817659,0.00067574,0.5982,272.0
60,1.235552,0.904369,1.038074,0.812593,0.577303,0.799766,0.00067091,0.5952,269.4
61,1.245926,0.900838,0.996980,0.821760,0.604441,0.811760,0.00066601,0.5922,270.5
62,1.230952,0.904916,1.057741,0.813049,0.598684,0.803179,0.00066103,0.5892,271.4
63,1.235935,0.903469,1.018976,0.817492,0.586349,0.809273,0.00065599,0.5863,270.3
64,1.230181,0.904188,1.015825,0.820766,0.600329,0.812198,0.00065087,0.5834,271.2
65,1.227065,0.906459,0.996767,0.820199,0.598684,0.814002,0.00064569,0.5805,269.1
66,1.216857,0.909081,0.960056,0.828202,0.610197,0.821218,0.00064043,0.5776,270.2
67,1.217007,0.908907,0.950734,0.831633,0.617599,0.824826,0.00063511,0.5747,272.2
68,1.208006,0.912136,0.990311,0.828612,0.608553,0.822242,0.00062973,0.5718,268.6
69,1.210197,0.910834,0.956434,0.830661,0.611020,0.820535,0.00062429,0.5689,268.6
70,1.211794,0.910401,0.965250,0.830314,0.609375,0.821413,0.00061878,0.5661,269.1
71,1.201322,0.912884,1.019901,0.820267,0.606908,0.812101,0.00061321,0.5633,270.3
72,1.199822,0.913021,1.006561,0.824071,0.604441,0.815514,0.00060759,0.5604,262.6
73,1.198917,0.913338,0.963983,0.831462,0.620066,0.823071,0.00060191,0.5576,261.3
74,1.183455,0.917594,1.014241,0.821755,0.628289,0.813807,0.00059617,0.5548,264.1
75,1.180589,0.918276,0.975331,0.825895,0.618421,0.816830,0.00059038,0.5521,259.6
76,1.180082,0.917203,0.976362,0.829273,0.622533,0.818780,0.00058454,0.5493,270.9
77,1.179081,0.918283,0.959344,0.830834,0.626645,0.821949,0.00057864,0.5466,268.9
78,1.180680,0.918405,0.949157,0.833731,0.629934,0.826045,0.00057270,0.5438,270.3
79,1.173801,0.920095,0.870539,0.843077,0.632401,0.836527,0.00056671,0.5411,268.3
80,1.170778,0.920404,1.037848,0.817560,0.624178,0.806543,0.00056068,0.5384,270.4
81,1.164500,0.921456,0.934472,0.836575,0.626645,0.827751,0.00055460,0.5357,268.8
82,1.168147,0.920957,0.955338,0.833600,0.636513,0.825557,0.00054848,0.5330,269.3
83,1.160756,0.923095,0.974175,0.834464,0.634046,0.825752,0.00054232,0.5304,269.2
84,1.152602,0.924706,0.919342,0.839415,0.643092,0.832236,0.00053612,0.5277,272.4
85,1.157420,0.923930,0.920104,0.840036,0.634868,0.832383,0.00052988,0.5251,272.6
86,1.144716,0.926641,0.890958,0.841810,0.641447,0.835113,0.00052361,0.5225,269.8
87,1.151279,0.926192,0.943572,0.833130,0.634868,0.822534,0.00051730,0.5198,269.0
88,1.149609,0.925530,0.949530,0.836004,0.652961,0.827995,0.00051096,0.5172,269.4
89,1.141287,0.927860,0.970519,0.832015,0.636513,0.824679,0.00050459,0.5147,271.1
90,1.137754,0.929097,0.974612,0.830524,0.653783,0.821120,0.00049819,0.5121,271.7
91,1.149421,0.925367,0.907635,0.840501,0.635691,0.832383,0.00049177,0.5095,270.3
92,1.140642,0.928109,0.885313,0.843793,0.648849,0.836283,0.00048532,0.5070,271.6
93,1.136712,0.930154,0.874366,0.849555,0.648849,0.840476,0.00047885,0.5044,270.2
94,1.134810,0.930792,0.904299,0.839877,0.671053,0.831115,0.00047235,0.5019,272.0
95,1.136790,0.930332,0.844605,0.851954,0.665296,0.844669,0.00046584,0.4994,266.9
96,1.127714,0.933375,0.930288,0.839235,0.642270,0.831066,0.00045931,0.4969,266.8
97,1.122979,0.933385,0.851796,0.852231,0.649671,0.843694,0.00045276,0.4944,267.2
98,1.122064,0.933003,0.862630,0.849387,0.648849,0.845205,0.00044619,0.4920,267.8
99,1.122528,0.932949,0.874201,0.848020,0.643092,0.840281,0.00043962,0.4895,269.6
100,1.116021,0.934850,0.868191,0.848788,0.647204,0.839745,0.00043303,0.4871,267.3
101,1.109628,0.936134,0.829899,0.853974,0.651316,0.845595,0.00042644,0.4846,266.8
102,1.107938,0.936289,0.878677,0.847446,0.641447,0.839647,0.00041983,0.4822,264.0
103,1.108182,0.936112,0.869597,0.848998,0.645559,0.839062,0.00041323,0.4798,267.8
104,1.096909,0.939327,0.847929,0.853053,0.647204,0.844766,0.00040661,0.4774,268.9
105,1.107215,0.937055,0.829904,0.857792,0.653783,0.848130,0.00040000,0.4750,265.8
106,1.088504,0.942243,0.869342,0.849171,0.662829,0.840622,0.00039339,0.4726,266.0
107,1.089723,0.941801,0.966070,0.834451,0.636513,0.825508,0.00038677,0.4703,269.2
108,1.091821,0.940852,0.875306,0.846983,0.655428,0.839208,0.00038017,0.4679,267.2
109,1.077734,0.944419,0.837248,0.858131,0.662007,0.848959,0.00037356,0.4656,265.6
110,1.085871,0.942572,0.869614,0.851037,0.652961,0.843791,0.00036697,0.4632,266.6
111,1.090304,0.941165,0.825407,0.857329,0.668586,0.849690,0.00036038,0.4609,266.4
112,1.085362,0.943434,0.817740,0.859686,0.674342,0.852128,0.00035381,0.4586,268.9
113,1.081369,0.944559,0.805114,0.861635,0.669408,0.853396,0.00034724,0.4563,269.7
114,1.081274,0.943316,0.817560,0.861851,0.675164,0.855297,0.00034069,0.4540,266.7
115,1.075165,0.945667,0.813173,0.859400,0.671053,0.850861,0.00033416,0.4518,266.9
116,1.074041,0.946085,0.830626,0.857258,0.672697,0.848959,0.00032765,0.4495,266.6
117,1.078468,0.944245,0.799422,0.863143,0.668586,0.854566,0.00032115,0.4473,267.4
118,1.063047,0.948746,0.841979,0.855035,0.667763,0.845985,0.00031468,0.4450,267.0
119,1.056320,0.950458,0.847671,0.859105,0.663651,0.851251,0.00030823,0.4428,266.4
120,1.060602,0.949091,0.830744,0.859701,0.683388,0.852128,0.00030181,0.4406,266.2
121,1.050148,0.951821,0.862661,0.854213,0.670230,0.846911,0.00029541,0.4384,260.1
122,1.048528,0.952424,0.801456,0.864825,0.682566,0.856711,0.00028904,0.4362,264.7
123,1.048943,0.951650,0.833205,0.859821,0.675164,0.852372,0.00028270,0.4340,266.7
124,1.050881,0.951526,0.829210,0.860467,0.665296,0.852177,0.00027639,0.4318,265.9
125,1.042512,0.953626,0.844546,0.860449,0.683388,0.851348,0.00027012,0.4297,262.8
126,1.044346,0.953309,0.813635,0.863063,0.678454,0.856272,0.00026388,0.4275,266.2
127,1.048298,0.951891,0.795319,0.865178,0.689145,0.856857,0.00025768,0.4254,262.9
128,1.039262,0.954677,0.761017,0.871726,0.681743,0.863098,0.00025152,0.4233,267.8
129,1.037187,0.955802,0.816894,0.861865,0.685855,0.852372,0.00024540,0.4212,266.4
130,1.037119,0.955011,0.813874,0.862328,0.689145,0.853444,0.00023932,0.4191,269.1
131,1.033842,0.955989,0.781016,0.868372,0.676809,0.860904,0.00023329,0.4170,265.9
132,1.033799,0.955941,0.784252,0.866758,0.685855,0.859198,0.00022730,0.4149,267.7
133,1.030815,0.956373,0.805602,0.864810,0.680921,0.856516,0.00022136,0.4128,266.6
134,1.027739,0.957607,0.812874,0.864005,0.691612,0.855687,0.00021546,0.4107,268.2
135,1.018008,0.960057,0.861060,0.857444,0.689967,0.848228,0.00020962,0.4087,268.7
136,1.017000,0.959751,0.830317,0.866479,0.692434,0.857832,0.00020383,0.4066,266.0
137,1.013933,0.960611,0.840712,0.860012,0.680921,0.853201,0.00019809,0.4046,265.3
138,1.012370,0.961235,0.840747,0.860630,0.696546,0.854225,0.00019241,0.4026,268.1
139,1.011975,0.961532,0.842615,0.859661,0.689967,0.854225,0.00018679,0.4006,267.1
140,1.018080,0.959820,0.788134,0.867464,0.703125,0.860124,0.00018122,0.4000,266.6
141,1.011052,0.961723,0.780771,0.870960,0.702303,0.863780,0.00017571,0.4000,265.8
142,1.013913,0.960654,0.764546,0.871850,0.706414,0.865146,0.00017027,0.4000,268.1
143,1.002062,0.964355,0.817127,0.862813,0.699836,0.856175,0.00016489,0.4000,268.1
144,1.004611,0.963389,0.764476,0.875894,0.702303,0.868558,0.00015957,0.4000,267.9
145,1.004185,0.964084,0.800023,0.869094,0.694079,0.861148,0.00015431,0.4000,267.4
146,1.000623,0.964348,0.763731,0.875373,0.707237,0.868315,0.00014913,0.4000,267.1
147,1.001066,0.964550,0.750135,0.874797,0.706414,0.867973,0.00014401,0.4000,266.8
148,0.989087,0.967955,0.789625,0.872302,0.716283,0.865243,0.00013897,0.4000,265.8
149,0.996986,0.965238,0.739395,0.878371,0.708882,0.869533,0.00013399,0.4000,266.5
150,0.988570,0.967517,0.756099,0.877029,0.714638,0.870509,0.00012909,0.4000,265.3
151,0.990249,0.967023,0.761987,0.876372,0.712993,0.869143,0.00012426,0.4000,268.6
152,0.984852,0.969314,0.776917,0.873504,0.708059,0.866949,0.00011951,0.4000,267.9
153,0.980632,0.969860,0.789711,0.870670,0.708882,0.863342,0.00011483,0.4000,266.0
154,0.978851,0.970533,0.798839,0.871829,0.704770,0.862903,0.00011023,0.4000,299.0
155,0.980777,0.969855,0.790462,0.871516,0.712171,0.864512,0.00010571,0.4000,284.9
156,0.974702,0.971735,0.779297,0.873711,0.711349,0.866511,0.00010127,0.4000,274.6
157,0.981799,0.969898,0.780890,0.872991,0.704770,0.864560,0.00009691,0.4000,276.5
158,0.976455,0.970650,0.771248,0.873463,0.713816,0.866267,0.00009264,0.4000,277.7
159,0.977589,0.970518,0.770577,0.875854,0.716283,0.868558,0.00008845,0.4000,277.6
160,0.970858,0.971840,0.773662,0.874618,0.704770,0.867096,0.00008434,0.4000,284.5
161,0.971031,0.972207,0.738106,0.879597,0.725329,0.871386,0.00008032,0.4000,319.8
162,0.965754,0.973459,0.768498,0.875675,0.716283,0.868266,0.00007639,0.4000,358.8
163,0.973912,0.971590,0.733281,0.880715,0.722039,0.872751,0.00007255,0.4000,350.1
164,0.966706,0.973528,0.738184,0.879712,0.716283,0.872069,0.00006880,0.4000,347.2
165,0.962366,0.974748,0.752483,0.879675,0.722039,0.871922,0.00006513,0.4000,361.1
166,0.961703,0.974930,0.746632,0.880537,0.713816,0.874604,0.00006156,0.4000,357.8
167,0.963092,0.974239,0.748624,0.878421,0.717928,0.871776,0.00005808,0.4000,355.4
168,0.957864,0.975705,0.740852,0.881675,0.723684,0.874263,0.00005470,0.4000,322.6
169,0.962442,0.974436,0.762259,0.878124,0.717105,0.870557,0.00005141,0.4000,357.6
170,0.962225,0.973960,0.760850,0.878155,0.720395,0.870557,0.00004821,0.4000,353.6
171,0.958420,0.975610,0.773696,0.876802,0.717105,0.868510,0.00004511,0.4000,348.1
172,0.951696,0.977130,0.778731,0.875174,0.718750,0.867339,0.00004211,0.4000,297.3
173,0.959057,0.975471,0.768292,0.877642,0.720395,0.870118,0.00003920,0.4000,270.6
174,0.960847,0.974682,0.744408,0.880355,0.717928,0.873288,0.00003640,0.4000,273.5
175,0.950827,0.977451,0.771869,0.877159,0.723684,0.869338,0.00003369,0.4000,275.3
176,0.946941,0.978354,0.760892,0.878657,0.717105,0.870655,0.00003108,0.4000,273.1
177,0.948597,0.978019,0.762415,0.878271,0.726974,0.870996,0.00002858,0.4000,282.2
178,0.961599,0.975078,0.743565,0.881270,0.722862,0.873239,0.00002617,0.4000,274.0
179,0.950298,0.977369,0.746447,0.881214,0.724507,0.873970,0.00002387,0.4000,270.9
180,0.952081,0.977610,0.757769,0.879087,0.717928,0.872069,0.00002167,0.4000,274.4
181,0.945699,0.978999,0.772649,0.876675,0.724507,0.869290,0.00001958,0.4000,271.3
182,0.947715,0.978035,0.773986,0.876808,0.727796,0.869338,0.00001759,0.4000,267.4
183,0.948001,0.978132,0.766819,0.878294,0.725329,0.871581,0.00001570,0.4000,274.3
184,0.944646,0.978492,0.763762,0.878448,0.728618,0.871289,0.00001392,0.4000,269.0
185,0.951114,0.977365,0.751722,0.880151,0.726974,0.873336,0.00001224,0.4000,267.6
186,0.944566,0.979299,0.768447,0.877937,0.727796,0.870411,0.00001067,0.4000,276.9
187,0.938737,0.980622,0.770382,0.877921,0.727796,0.870655,0.00000921,0.4000,266.1
188,0.949146,0.977667,0.757042,0.879867,0.724507,0.873190,0.00000785,0.4000,265.7
189,0.947269,0.978476,0.767037,0.878564,0.725329,0.872069,0.00000660,0.4000,271.6
190,0.945226,0.978714,0.767131,0.878724,0.726151,0.871727,0.00000546,0.4000,289.3
191,0.953191,0.976685,0.757656,0.879234,0.727796,0.872702,0.00000442,0.4000,291.8
192,0.943076,0.979585,0.765818,0.878111,0.726974,0.871191,0.00000349,0.4000,283.9
193,0.943646,0.979191,0.783860,0.875987,0.728618,0.869728,0.00000268,0.4000,271.4
194,0.946543,0.978470,0.772119,0.877685,0.725329,0.870557,0.00000197,0.4000,365.1
195,0.944341,0.979154,0.774622,0.877416,0.722862,0.870460,0.00000137,0.4000,299.7
196,0.948734,0.978180,0.780376,0.876067,0.726974,0.870313,0.00000100,0.4000,293.4
197,0.948216,0.977993,0.784304,0.875536,0.725329,0.868217,0.00000100,0.4000,363.5
198,0.943341,0.979037,0.784235,0.875624,0.726974,0.868705,0.00000100,0.4000,374.2
199,0.949007,0.978273,0.790931,0.874798,0.726974,0.867486,0.00000100,0.4000,369.2
200,0.942353,0.979453,0.788931,0.875116,0.726974,0.868022,0.00000100,0.4000,359.1
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,4.804060,0.198979,4.529774,0.090790,0.000000,0.042124,0.00002000,1.0000,748.6
2,3.824724,0.404531,5.679351,0.112996,0.000000,0.080932,0.00004000,1.0000,1115.3
3,3.417287,0.463973,5.649138,0.131432,0.001645,0.089172,0.00006000,1.0000,876.1
4,3.161443,0.493864,5.464703,0.126899,0.001645,0.077519,0.00008000,1.0000,886.3
5,3.067723,0.517226,5.462840,0.136309,0.002467,0.100629,0.00010000,1.0000,944.8
6,2.931239,0.541162,5.551187,0.130269,0.004112,0.108088,0.00012000,1.0000,864.2
7,2.806748,0.567582,5.475980,0.144350,0.011513,0.112232,0.00014000,1.0000,826.8
8,2.836213,0.577596,5.637817,0.093010,0.003289,0.064209,0.00016000,1.0000,869.8
9,2.986941,0.564048,5.502128,0.103889,0.004934,0.074107,0.00018000,1.0000,992.3
10,2.915796,0.586799,5.925632,0.103285,0.001645,0.065428,0.00020000,1.0000,1964.0
11,2.809336,0.611073,5.594203,0.095955,0.003289,0.068646,0.00019997,1.0000,834.3
12,2.735373,0.628258,5.669140,0.094421,0.003289,0.076739,0.00019990,1.0000,909.5
13,2.770581,0.628649,5.812561,0.095374,0.004112,0.058213,0.00019977,1.0000,979.6
14,2.692118,0.646084,5.423169,0.087860,0.003289,0.053483,0.00019960,1.0000,952.3
15,2.663136,0.651667,5.626922,0.091877,0.002467,0.084394,0.00019937,1.0000,1105.4
16,2.688025,0.651943,5.996510,0.100681,0.005757,0.046414,0.00019909,1.0000,1156.0
17,nan,0.506679,845.742006,0.145829,0.000000,0.147092,0.00019877,1.0000,5979.2
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
