epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,3.859931,0.212819,2.780790,0.348996,0.000000,0.022232,0.00002001,1.0000,625.2
2,2.957067,0.381639,2.416648,0.408509,0.000000,0.058261,0.00004003,1.0000,1696.0
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,3.859937,0.212705,2.780852,0.349381,0.000000,0.022232,0.00002001,1.0000,579.2
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,3.859899,0.212699,2.780924,0.349673,0.000000,0.022232,0.00002001,1.0000,582.1
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,3.859891,0.212730,2.779917,0.348870,0.000000,0.051095,0.00002001,1.0000,212.8
2,2.951489,0.383334,2.413440,0.411662,0.000000,0.111209,0.00004003,1.0000,316.0
3,2.740936,0.428504,2.176879,0.461641,0.000000,0.088684,0.00006004,1.0000,242.0
4,2.564194,0.474560,1.973989,0.504695,0.001645,0.150797,0.00008006,1.0000,300.8
5,2.410108,0.515712,1.795719,0.554487,0.002467,0.165667,0.00010007,1.0000,290.0
6,2.272511,0.553668,1.661139,0.582851,0.005757,0.188533,0.00012009,1.0000,287.4
7,2.140930,0.591306,1.475662,0.624656,0.016447,0.251085,0.00014010,1.0000,282.8
8,2.017921,0.627225,1.308468,0.665681,0.041118,0.276876,0.00016012,1.0000,274.4
9,1.903688,0.660357,1.173449,0.694937,0.069901,0.308274,0.00018013,1.0000,242.7
10,1.789583,0.696858,1.035858,0.734219,0.115954,0.368193,0.00020000,1.0000,243.4
11,1.688717,0.727702,0.903409,0.773012,0.164474,0.415631,0.00019999,1.0000,292.5
12,1.596219,0.757314,0.812089,0.792565,0.199013,0.448735,0.00019994,1.0000,296.6
13,1.522606,0.780913,0.767046,0.802791,0.207237,0.462922,0.00019988,1.0000,292.3
14,1.461856,0.799729,0.701503,0.824919,0.239309,0.519672,0.00019978,1.0000,307.8
15,1.405182,0.818122,0.611280,0.846058,0.290296,0.559017,0.00019966,1.0000,308.0
16,1.356307,0.833094,0.613254,0.845354,0.300164,0.553557,0.00019951,1.0000,318.9
17,1.315598,0.846251,0.546557,0.863600,0.333882,0.581152,0.00019933,1.0000,297.2
18,1.286825,0.854962,0.542376,0.861342,0.324013,0.580274,0.00019912,1.0000,282.1
19,1.258259,0.863616,0.511131,0.872432,0.356086,0.610745,0.00019889,1.0000,301.6
20,1.223491,0.874295,0.521905,0.870182,0.354441,0.587197,0.00019863,1.0000,279.1
21,1.222318,0.873934,0.490834,0.878603,0.392270,0.618839,0.00019835,1.0000,285.5
22,1.202821,0.880224,0.478737,0.879431,0.366776,0.621276,0.00019803,1.0000,251.9
23,1.185485,0.885412,0.440389,0.891115,0.422697,0.654819,0.00019769,1.0000,249.3
24,1.167390,0.890947,0.442128,0.890049,0.416941,0.655648,0.00019733,1.0000,247.7
25,1.151248,0.896028,0.429729,0.894907,0.441612,0.669592,0.00019693,1.0000,248.1
26,1.135958,0.899910,0.419040,0.896900,0.449013,0.675199,0.00019651,1.0000,249.5
27,1.121202,0.904898,0.405210,0.900307,0.469572,0.678124,0.00019607,1.0000,289.6
28,1.110986,0.907231,0.388061,0.908147,0.491776,0.708547,0.00019559,1.0000,355.8
29,1.103014,0.910235,0.389263,0.903220,0.450658,0.689191,0.00019509,1.0000,349.8
30,1.090335,0.913592,0.385852,0.907933,0.466283,0.690020,0.00019457,1.0000,349.9
31,1.085512,0.915660,0.374182,0.909045,0.476151,0.707084,0.00019402,1.0000,354.2
32,1.070008,0.920400,0.364768,0.915253,0.512336,0.724489,0.00019344,1.0000,352.5
33,1.063805,0.921892,0.366930,0.914363,0.500822,0.705719,0.00019284,1.0000,299.9
34,1.057630,0.923692,0.364944,0.910964,0.487664,0.712447,0.00019221,1.0000,288.4
35,1.046031,0.927059,0.365353,0.916226,0.511513,0.708498,0.00019156,1.0000,283.3
36,1.039780,0.929289,0.350221,0.919365,0.537007,0.730730,0.00019088,1.0000,280.0
37,1.036610,0.930896,0.342826,0.922701,0.536184,0.740578,0.00019018,1.0000,273.4
38,1.029009,0.932372,0.355584,0.916847,0.514803,0.713715,0.00018945,1.0000,273.5
39,1.020734,0.934677,0.348355,0.918508,0.523849,0.720345,0.00018870,1.0000,272.4
40,1.017251,0.935655,0.335104,0.922599,0.555921,0.736337,0.00018792,1.0000,273.0
41,1.010344,0.938154,0.337902,0.923787,0.569079,0.746039,0.00018712,1.0000,274.5
42,1.005263,0.939435,0.340419,0.921521,0.527961,0.729170,0.00018630,1.0000,271.9
43,1.000966,0.940109,0.336533,0.923110,0.531250,0.731559,0.00018545,1.0000,273.1
44,0.995141,0.942116,0.327664,0.926601,0.555921,0.749598,0.00018458,1.0000,281.2
45,0.990695,0.943568,0.327169,0.925689,0.561678,0.743260,0.00018369,1.0000,280.9
46,0.985412,0.945082,0.325870,0.927739,0.569901,0.752279,0.00018277,1.0000,280.6
47,0.978690,0.947091,0.322985,0.927898,0.563322,0.743796,0.00018183,1.0000,277.7
48,0.977439,0.947529,0.320936,0.929157,0.557566,0.756911,0.00018087,1.0000,281.7
49,0.977951,0.946881,0.318207,0.928662,0.564145,0.745161,0.00017988,1.0000,278.4
50,0.971193,0.949492,0.318507,0.929823,0.569901,0.751304,0.00017888,1.0000,279.6
51,0.963293,0.952039,0.318681,0.931975,0.589638,0.757886,0.00017785,0.7000,279.2
52,0.963238,0.951631,0.323275,0.928473,0.568257,0.754424,0.00017680,0.7000,288.2
53,0.960411,0.952619,0.313075,0.930075,0.573191,0.759982,0.00017573,0.7000,286.7
54,0.955942,0.953818,0.298058,0.934929,0.599507,0.771635,0.00017464,0.7000,289.2
55,0.952626,0.954712,0.305178,0.933653,0.586349,0.759495,0.00017353,0.7000,286.0
56,0.953447,0.954357,0.323640,0.928788,0.573191,0.759787,0.00017240,0.7000,287.1
57,0.947249,0.956339,0.310430,0.932438,0.587171,0.762664,0.00017124,0.7000,275.8
58,0.945610,0.956719,0.314979,0.930230,0.588816,0.767832,0.00017007,0.7000,276.8
59,0.941337,0.958071,0.313832,0.933405,0.588816,0.760568,0.00016888,0.7000,276.0
60,0.941002,0.958005,0.311380,0.933637,0.581414,0.772122,0.00016767,0.7000,274.4
61,0.936119,0.960013,0.309241,0.933816,0.597862,0.769782,0.00016645,0.7000,274.3
62,0.934182,0.960853,0.306519,0.933165,0.593750,0.775730,0.00016520,0.7000,275.7
63,0.932614,0.960466,0.300133,0.935651,0.591283,0.771781,0.00016394,0.7000,274.7
64,0.931168,0.961128,0.305891,0.933320,0.574013,0.762761,0.00016266,0.7000,273.6
65,0.926057,0.963009,0.299931,0.935563,0.602796,0.779289,0.00016136,0.7000,276.1
66,0.925625,0.962817,0.300012,0.937711,0.619243,0.785042,0.00016004,0.7000,274.5
67,0.925887,0.963010,0.294015,0.938493,0.611020,0.773877,0.00015871,0.7000,275.4
68,0.920205,0.964205,0.302742,0.934771,0.596217,0.774950,0.00015737,0.7000,299.5
69,0.919939,0.964526,0.293474,0.939332,0.603618,0.773926,0.00015600,0.7000,289.7
70,0.916692,0.965026,0.300808,0.937096,0.602796,0.774950,0.00015462,0.7000,287.7
71,0.917067,0.965197,0.299515,0.935924,0.585526,0.775243,0.00015323,0.7000,285.8
72,0.915269,0.965995,0.305870,0.934961,0.597039,0.781288,0.00015182,0.7000,287.5
73,0.912041,0.966458,0.303324,0.935155,0.605263,0.785969,0.00015040,0.7000,286.2
74,0.910778,0.967440,0.296493,0.939172,0.618421,0.784750,0.00014896,0.7000,287.5
75,0.908205,0.967888,0.303295,0.936008,0.601151,0.773829,0.00014751,0.7000,286.0
76,0.908457,0.967687,0.295373,0.938519,0.615132,0.782361,0.00014605,0.7000,289.7
77,0.901618,0.969838,0.296357,0.939070,0.628289,0.794647,0.00014458,0.7000,287.5
78,0.903324,0.969520,0.304225,0.936097,0.584704,0.780020,0.00014309,0.7000,286.1
79,0.900084,0.970069,0.307980,0.936879,0.602796,0.780118,0.00014159,0.7000,288.3
80,0.901200,0.970164,0.292212,0.939215,0.617599,0.789186,0.00014008,0.7000,287.7
81,0.899315,0.971072,0.296129,0.939399,0.627467,0.792014,0.00013856,0.7000,286.5
82,0.896721,0.971279,0.293328,0.941146,0.632401,0.794793,0.00013703,0.7000,286.1
83,0.895341,0.971901,0.295543,0.939573,0.613487,0.784798,0.00013549,0.7000,287.3
84,0.893714,0.972235,0.291473,0.941268,0.634868,0.798498,0.00013393,0.7000,286.0
85,0.891781,0.973312,0.300973,0.937590,0.600329,0.787334,0.00013237,0.7000,297.9
86,0.890297,0.973324,0.291012,0.941704,0.615132,0.794013,0.00013080,0.7000,304.1
87,0.888753,0.973952,0.283438,0.942831,0.630757,0.796353,0.00012922,0.7000,295.5
88,0.887316,0.973909,0.290035,0.943246,0.638980,0.802447,0.00012764,0.7000,304.8
89,0.886653,0.974261,0.288110,0.942410,0.616776,0.793818,0.00012604,0.7000,299.6
90,0.887555,0.974155,0.295252,0.942221,0.635691,0.795622,0.00012444,0.7000,289.5
91,0.883409,0.975588,0.290916,0.943040,0.636513,0.797036,0.00012284,0.7000,293.3
92,0.881632,0.976052,0.290526,0.942362,0.629112,0.796548,0.00012122,0.7000,300.5
93,0.880412,0.976277,0.285689,0.944182,0.641447,0.798303,0.00011960,0.7000,301.3
94,0.878729,0.976947,0.291338,0.942527,0.634868,0.797280,0.00011798,0.7000,291.5
95,0.878081,0.977207,0.287106,0.942046,0.629934,0.801229,0.00011635,0.7000,304.2
96,0.878518,0.976630,0.282115,0.944306,0.642270,0.803033,0.00011471,0.7000,294.1
97,0.875813,0.977713,0.292963,0.941449,0.630757,0.791331,0.00011307,0.7000,295.8
98,0.876743,0.977602,0.288274,0.944130,0.635691,0.803033,0.00011143,0.7000,287.9
99,0.874868,0.978112,0.279025,0.944783,0.649671,0.809224,0.00010979,0.7000,304.4
100,0.874459,0.977802,0.283407,0.944866,0.643092,0.805714,0.00010814,0.7000,303.7
101,0.869533,0.979360,0.290382,0.942199,0.632401,0.800156,0.00010649,0.5000,302.9
102,0.871342,0.978968,0.290885,0.943089,0.639803,0.802155,0.00010484,0.5000,303.3
103,0.868099,0.979963,0.296595,0.941969,0.633224,0.806348,0.00010318,0.5000,274.9
104,0.869484,0.979756,0.288527,0.943872,0.643914,0.809078,0.00010153,0.5000,238.8
105,0.867036,0.980529,0.288922,0.943633,0.648849,0.814636,0.00009987,0.5000,240.2
106,0.867506,0.979991,0.286740,0.944089,0.648849,0.811467,0.00009822,0.5000,238.8
107,0.865585,0.981022,0.282717,0.945917,0.634046,0.811370,0.00009656,0.5000,237.0
108,0.865447,0.980461,0.277222,0.947552,0.657072,0.806884,0.00009491,0.5000,239.2
109,0.863058,0.981577,0.283370,0.945486,0.659539,0.816489,0.00009326,0.5000,239.0
110,0.863599,0.981410,0.281184,0.946019,0.644737,0.809127,0.00009161,0.5000,237.4
111,0.861511,0.982138,0.288961,0.943446,0.640625,0.810589,0.00008996,0.5000,237.7
112,0.863410,0.981275,0.288383,0.945483,0.657072,0.806787,0.00008832,0.5000,239.8
113,0.858286,0.983210,0.287468,0.944514,0.654605,0.808591,0.00008668,0.5000,238.6
114,0.858123,0.983061,0.287908,0.945041,0.646382,0.809956,0.00008504,0.5000,237.2
115,0.856765,0.983296,0.286261,0.945574,0.652138,0.813368,0.00008340,0.5000,239.4
116,0.857930,0.983103,0.285630,0.945463,0.649671,0.811028,0.00008177,0.5000,239.3
117,0.855020,0.983823,0.275794,0.947377,0.667763,0.818341,0.00008015,0.5000,237.2
118,0.856676,0.983553,0.285065,0.946086,0.657895,0.811272,0.00007853,0.5000,238.2
119,0.855291,0.983897,0.275583,0.947726,0.662007,0.815367,0.00007692,0.5000,240.0
120,0.854307,0.984439,0.275323,0.948641,0.675164,0.816586,0.00007531,0.5000,237.9
121,0.854052,0.984237,0.283081,0.947413,0.664474,0.819024,0.00007371,0.5000,237.0
122,0.852567,0.984978,0.278917,0.947867,0.661184,0.811516,0.00007212,0.5000,232.1
123,0.849903,0.985552,0.277820,0.947127,0.663651,0.819999,0.00007053,0.5000,226.9
124,0.850299,0.985338,0.289491,0.945049,0.643092,0.806592,0.00006896,0.5000,226.6
125,0.850325,0.985441,0.281757,0.947572,0.656250,0.811467,0.00006739,0.5000,224.9
126,0.849148,0.985706,0.276289,0.949219,0.660362,0.820438,0.00006583,0.5000,225.6
127,0.847063,0.986586,0.280092,0.948055,0.653783,0.814977,0.00006428,0.5000,224.7
128,0.847514,0.986221,0.276861,0.948216,0.670230,0.821510,0.00006274,0.5000,225.8
129,0.845001,0.987026,0.284507,0.946799,0.661184,0.816489,0.00006121,0.5000,226.5
130,0.844231,0.987118,0.276951,0.948283,0.669408,0.815514,0.00005969,0.5000,225.1
131,0.845780,0.986685,0.282521,0.946627,0.652961,0.814149,0.00005818,0.5000,227.7
132,0.845093,0.987112,0.283443,0.947762,0.671875,0.819902,0.00005668,0.5000,225.4
133,0.844246,0.986973,0.278048,0.949085,0.675987,0.828872,0.00005520,0.5000,225.4
134,0.841947,0.988322,0.275286,0.948751,0.670230,0.826678,0.00005372,0.5000,226.7
135,0.841121,0.988203,0.283114,0.947793,0.671875,0.822242,0.00005226,0.5000,225.2
136,0.839920,0.988479,0.277291,0.949656,0.672697,0.824631,0.00005081,0.5000,224.1
137,0.839837,0.988670,0.275411,0.948296,0.666941,0.822534,0.00004938,0.5000,227.0
138,0.838190,0.989175,0.277521,0.949512,0.671875,0.820925,0.00004796,0.5000,224.9
139,0.839583,0.988895,0.275081,0.949450,0.671875,0.827556,0.00004655,0.5000,226.9
140,0.838387,0.989128,0.279175,0.949965,0.683388,0.829019,0.00004516,0.5000,225.8
141,0.838624,0.988883,0.278064,0.949618,0.674342,0.821120,0.00004379,0.5000,225.8
142,0.837092,0.989622,0.271505,0.950102,0.679276,0.830091,0.00004243,0.5000,227.3
143,0.835806,0.989753,0.279924,0.948365,0.670230,0.823266,0.00004108,0.5000,227.1
144,0.835572,0.989907,0.276959,0.949162,0.680099,0.832285,0.00003975,0.5000,235.0
145,0.834627,0.990293,0.271835,0.951229,0.681743,0.836234,0.00003844,0.5000,237.0
146,0.835954,0.989763,0.267392,0.952117,0.689145,0.835795,0.00003715,0.5000,235.5
147,0.835025,0.989885,0.269344,0.951440,0.681743,0.837989,0.00003587,0.5000,234.4
148,0.833459,0.990579,0.271245,0.950778,0.677632,0.828629,0.00003461,0.5000,237.0
149,0.833202,0.990743,0.270179,0.950653,0.682566,0.834674,0.00003336,0.5000,236.7
150,0.831266,0.991191,0.272261,0.950627,0.690789,0.843450,0.00003214,0.5000,234.1
151,0.833719,0.990291,0.274117,0.950786,0.678454,0.834138,0.00003093,0.5000,235.1
152,0.832181,0.990910,0.270246,0.951328,0.686678,0.829555,0.00002975,0.5000,237.0
153,0.831649,0.990957,0.266566,0.952487,0.691612,0.836575,0.00002858,0.5000,235.9
154,0.829956,0.991561,0.270912,0.951136,0.676809,0.833553,0.00002743,0.5000,237.5
155,0.830226,0.991592,0.274079,0.950938,0.681743,0.836575,0.00002630,0.5000,237.0
156,0.831322,0.991166,0.270902,0.951069,0.675164,0.824728,0.00002519,0.5000,238.4
157,0.830620,0.991360,0.269526,0.951615,0.694901,0.838136,0.00002410,0.5000,226.6
158,0.830436,0.991474,0.270994,0.951248,0.685033,0.833163,0.00002304,0.5000,223.1
159,0.829806,0.991684,0.267813,0.951943,0.689967,0.833553,0.00002199,0.5000,222.4
160,0.828764,0.991919,0.272081,0.950438,0.680921,0.827605,0.00002097,0.5000,223.0
161,0.829016,0.991828,0.270354,0.951852,0.688322,0.832334,0.00001996,0.5000,222.2
162,0.827662,0.992340,0.267972,0.952203,0.695724,0.837453,0.00001898,0.5000,222.3
163,0.826189,0.992814,0.269624,0.952939,0.694079,0.836771,0.00001802,0.5000,221.4
164,0.828079,0.992134,0.270162,0.952033,0.688322,0.834918,0.00001709,0.5000,222.0
165,0.826687,0.992758,0.268246,0.952618,0.689967,0.833406,0.00001617,0.5000,222.5
166,0.826845,0.992597,0.268199,0.952728,0.691612,0.837551,0.00001528,0.5000,224.7
167,0.825889,0.992811,0.271264,0.952210,0.689145,0.831359,0.00001442,0.5000,316.2
168,0.825918,0.992839,0.269551,0.952471,0.689145,0.836527,0.00001357,0.5000,330.7
169,0.822990,0.993887,0.268423,0.953198,0.693257,0.842329,0.00001275,0.5000,340.7
170,0.824913,0.993154,0.268330,0.952265,0.691612,0.837892,0.00001196,0.5000,329.0
171,0.825491,0.992933,0.265613,0.953992,0.694901,0.840378,0.00001118,0.5000,323.4
172,0.824582,0.993225,0.265582,0.952835,0.690789,0.832578,0.00001043,0.5000,234.7
173,0.823770,0.993388,0.265196,0.953084,0.694079,0.833309,0.00000971,0.5000,231.1
174,0.822867,0.993765,0.266377,0.952885,0.694901,0.835162,0.00000901,0.5000,233.6
175,0.822945,0.993805,0.263477,0.954209,0.708059,0.839452,0.00000834,0.5000,240.4
176,0.822918,0.993701,0.265857,0.952440,0.692434,0.831359,0.00000769,0.5000,238.2
177,0.823429,0.993481,0.264224,0.952870,0.694901,0.835893,0.00000707,0.5000,237.7
178,0.823687,0.993586,0.265496,0.952791,0.691612,0.837941,0.00000647,0.5000,235.9
179,0.823268,0.993547,0.264685,0.953272,0.694079,0.836819,0.00000589,0.5000,234.4
180,0.823714,0.993413,0.264788,0.953395,0.697368,0.833601,0.00000535,0.5000,237.5
181,0.821983,0.993963,0.263125,0.954012,0.702303,0.840963,0.00000483,0.5000,236.8
182,0.821907,0.993984,0.264097,0.953821,0.699836,0.838526,0.00000433,0.5000,235.1
183,0.820553,0.994488,0.263976,0.953588,0.699013,0.837356,0.00000386,0.5000,235.6
184,0.821450,0.994123,0.264567,0.953280,0.694901,0.838282,0.00000342,0.5000,236.3
185,0.822887,0.993863,0.262191,0.953978,0.699836,0.837063,0.00000301,0.5000,234.5
186,0.822405,0.993791,0.262554,0.953080,0.695724,0.841305,0.00000262,0.5000,235.3
187,0.822665,0.993701,0.264219,0.953224,0.692434,0.840086,0.00000225,0.5000,235.7
188,0.821616,0.994044,0.262096,0.953940,0.700658,0.840281,0.00000192,0.5000,234.6
189,0.822713,0.993864,0.263822,0.953835,0.697368,0.843206,0.00000161,0.5000,234.2
190,0.821828,0.994006,0.262711,0.953910,0.700658,0.843596,0.00000133,0.5000,236.0
191,0.822588,0.993772,0.262119,0.953710,0.702303,0.843255,0.00000107,0.5000,235.7
192,0.821898,0.993884,0.262889,0.953168,0.694079,0.841646,0.00000100,0.5000,235.2
193,0.822006,0.994130,0.262892,0.953449,0.699013,0.837453,0.00000100,0.5000,236.4
194,0.822109,0.994231,0.263096,0.953544,0.698191,0.837502,0.00000100,0.5000,237.1
195,0.821347,0.994413,0.262254,0.953740,0.699013,0.841451,0.00000100,0.5000,235.0
196,0.821646,0.994049,0.263712,0.953718,0.701480,0.838331,0.00000100,0.5000,235.8
197,0.821846,0.994098,0.263226,0.953986,0.702303,0.838964,0.00000100,0.5000,236.9
198,0.822255,0.993969,0.263228,0.953912,0.701480,0.840476,0.00000100,0.5000,236.9
199,0.821806,0.994082,0.263779,0.953643,0.699836,0.839940,0.00000100,0.5000,259.4
200,0.821002,0.994368,0.263561,0.953907,0.703947,0.843304,0.00000100,0.5000,257.1
201,0.817018,0.995753,0.263280,0.953793,0.699013,0.843109,0.00000100,0.5000,582.0
202,0.819806,0.994960,0.263072,0.953725,0.700658,0.845741,0.00000100,0.5000,588.4
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
epoch,train_loss,train_tok_acc,val_loss,val_tok_acc,val_seq_acc,val_tok_acc_decode,lr,tf_ratio,time
1,3.453322,0.290532,4.358831,0.238042,0.000000,0.068932,0.00002000,1.0000,1106.5
2,2.764910,0.430234,3.791496,0.284562,0.000259,0.113156,0.00004001,1.0000,750.0
3,2.532288,0.489700,3.316208,0.343520,0.003891,0.171246,0.00006001,1.0000,704.7
4,2.323753,0.542781,2.755917,0.438141,0.023865,0.237531,0.00008002,1.0000,628.7
5,2.056682,0.619959,2.147776,0.560433,0.123476,0.372714,0.00010002,1.0000,664.1
6,1.796620,0.700965,1.641527,0.665498,0.263554,0.463502,0.00012003,1.0000,602.1
7,1.630488,0.753059,1.425280,0.710798,0.323995,0.511073,0.00014003,1.0000,639.4
8,1.529059,0.782620,1.273159,0.738792,0.377173,0.552497,0.00016004,1.0000,643.6
9,1.462005,0.801637,1.193775,0.751668,0.389364,0.566004,0.00018004,1.0000,630.1
10,1.415827,0.815447,1.184886,0.764355,0.396368,0.593443,0.00020000,1.0000,643.7
11,1.373991,0.826937,1.007476,0.792605,0.439170,0.622607,0.00019999,1.0000,643.2
12,1.330236,0.840034,0.970534,0.808359,0.475227,0.649535,0.00019995,1.0000,650.4
13,1.292586,0.851099,0.934994,0.813971,0.468482,0.654145,0.00019988,1.0000,625.8
14,1.260002,0.860794,0.817695,0.835372,0.514656,0.681875,0.00019978,1.0000,640.7
15,1.231512,0.869578,0.823701,0.835581,0.513359,0.685546,0.00019966,1.0000,620.6
16,1.204528,0.877744,0.744794,0.850372,0.540078,0.713703,0.00019951,1.0000,649.8
17,1.183608,0.883713,0.708808,0.857031,0.554345,0.720891,0.00019933,1.0000,623.5
18,1.164258,0.889582,0.700601,0.860751,0.553048,0.726680,0.00019913,1.0000,624.7
19,1.149779,0.894371,0.644873,0.872712,0.595331,0.738905,0.00019889,1.0000,631.9
20,1.131860,0.899411,0.670548,0.870677,0.589624,0.736549,0.00019863,1.0000,613.6
21,1.119811,0.903178,0.629689,0.878092,0.608042,0.753846,0.00019835,1.0000,645.8
22,1.107415,0.907180,0.610233,0.882675,0.604150,0.759156,0.00019804,1.0000,622.5
23,1.095963,0.910171,0.590215,0.885454,0.612451,0.764655,0.00019770,1.0000,628.0
24,1.083608,0.913925,0.607189,0.881826,0.609857,0.766106,0.00019733,1.0000,636.2
25,1.078083,0.915839,0.594481,0.885575,0.624384,0.771024,0.00019694,1.0000,624.0
26,1.068815,0.918349,0.560945,0.891717,0.625681,0.768223,0.00019652,1.0000,641.4
27,1.062709,0.920400,0.541009,0.895361,0.646174,0.789806,0.00019607,1.0000,622.5
28,1.054065,0.922606,0.553682,0.895057,0.627756,0.784103,0.00019560,1.0000,626.3
29,1.049221,0.924420,0.529954,0.898585,0.639429,0.786545,0.00019510,1.0000,631.9
30,1.042620,0.926479,0.524384,0.900107,0.652659,0.790950,0.00019458,1.0000,624.4
31,1.041359,0.926387,0.516897,0.903040,0.661997,0.796243,0.00019403,1.0000,645.0
32,1.032036,0.929404,0.488134,0.908462,0.675746,0.804713,0.00019345,1.0000,616.6
33,1.028008,0.930300,0.487486,0.907172,0.674449,0.802254,0.00019285,1.0000,627.9
34,1.023298,0.932006,0.476221,0.910690,0.681712,0.811457,0.00019222,1.0000,632.1
35,1.019730,0.933336,0.515182,0.902733,0.647990,0.806642,0.00019157,1.0000,621.5
36,1.018404,0.933387,0.485418,0.908874,0.674708,0.809767,0.00019089,1.0000,644.4
37,1.012028,0.935343,0.458702,0.914096,0.684047,0.818390,0.00019019,1.0000,619.4
38,1.009762,0.936074,0.442400,0.917938,0.699092,0.831094,0.00018947,1.0000,630.8
39,1.004888,0.937823,0.446581,0.917096,0.694942,0.817707,0.00018872,1.0000,631.4
40,1.001529,0.938666,0.448648,0.916477,0.687160,0.822198,0.00018794,1.0000,620.0
41,0.998322,0.939532,0.408380,0.924743,0.714137,0.838726,0.00018714,1.0000,640.9
42,0.995176,0.940280,0.430054,0.920209,0.699611,0.829028,0.00018632,1.0000,618.0
43,0.992190,0.941350,0.431748,0.921173,0.705318,0.835106,0.00018547,1.0000,632.8
44,0.990681,0.941653,0.436309,0.919295,0.692866,0.822812,0.00018460,1.0000,631.2
45,0.987267,0.942753,0.411009,0.924736,0.719585,0.837189,0.00018371,1.0000,619.6
46,0.985681,0.943245,0.401141,0.927202,0.716732,0.845573,0.00018279,1.0000,637.0
47,0.982305,0.944113,0.442270,0.919279,0.709468,0.834065,0.00018185,1.0000,617.3
48,0.982934,0.944029,0.430131,0.922356,0.701427,0.839460,0.00018089,1.0000,633.2
49,0.980046,0.944607,0.413892,0.924990,0.716213,0.840058,0.00017991,1.0000,626.5
50,0.977157,0.945505,0.391263,0.929431,0.725811,0.848391,0.00017890,1.0000,622.5
51,1.031584,0.933058,0.362517,0.928359,0.711803,0.843234,0.00017788,0.7000,682.8
52,1.026279,0.934337,0.352223,0.930767,0.719326,0.846615,0.00017683,0.7000,666.4
53,1.022031,0.935470,0.360527,0.929419,0.710765,0.844993,0.00017576,0.7000,671.0
54,1.020801,0.935815,0.342948,0.931749,0.707393,0.848766,0.00017467,0.7000,684.4
55,1.017210,0.936672,0.345940,0.932513,0.722438,0.849893,0.00017356,0.7000,663.0
56,1.017998,0.936445,0.339373,0.934268,0.726329,0.844685,0.00017243,0.7000,674.3
57,1.013212,0.937889,0.336339,0.935321,0.736706,0.854299,0.00017128,0.7000,681.8
58,1.010984,0.938400,0.350654,0.931967,0.722957,0.852745,0.00017011,0.7000,657.8
59,1.009540,0.939435,0.325364,0.937169,0.734890,0.862529,0.00016892,0.7000,675.9
60,1.007106,0.939346,0.333278,0.936185,0.727367,0.855750,0.00016771,0.7000,663.8
61,1.003190,0.940722,0.355641,0.932675,0.718807,0.843780,0.00016649,0.7000,660.2
62,1.001053,0.941113,0.315298,0.939676,0.743450,0.870264,0.00016524,0.7000,677.3
63,1.000252,0.941181,0.327344,0.937333,0.735927,0.861299,0.00016398,0.7000,685.8
64,0.998117,0.942152,0.324767,0.937573,0.743450,0.858516,0.00016270,0.7000,676.2
65,0.999157,0.941602,0.332283,0.936146,0.731258,0.853547,0.00016140,0.7000,679.8
66,0.993321,0.943603,0.311918,0.940065,0.739559,0.861709,0.00016009,0.7000,686.7
67,0.992903,0.943612,0.328685,0.936760,0.731518,0.853855,0.00015876,0.7000,643.7
68,0.988834,0.944377,0.304821,0.942331,0.742672,0.872057,0.00015741,0.7000,649.6
69,0.989021,0.944661,0.327999,0.937013,0.736446,0.858106,0.00015605,0.7000,653.3
70,0.987331,0.945524,0.313107,0.940561,0.742931,0.869103,0.00015467,0.7000,669.5
71,0.984661,0.946144,0.308106,0.941639,0.750195,0.868334,0.00015328,0.7000,683.8
72,0.984632,0.945911,0.305832,0.941852,0.749157,0.873081,0.00015187,0.7000,678.4
73,0.982790,0.946546,0.323952,0.938766,0.742153,0.862307,0.00015045,0.7000,678.6
74,0.977657,0.948159,0.308341,0.940729,0.741115,0.867566,0.00014902,0.7000,667.4
75,0.980142,0.947332,0.309468,0.941153,0.741115,0.866832,0.00014757,0.7000,680.5
76,0.973697,0.949227,0.329501,0.938011,0.738003,0.857184,0.00014611,0.7000,675.8
77,0.975319,0.948464,0.305102,0.942553,0.749416,0.871732,0.00014463,0.7000,666.1
78,0.972277,0.949467,0.318195,0.941191,0.745266,0.866934,0.00014315,0.7000,687.5
79,0.969946,0.950134,0.291294,0.945924,0.762646,0.880150,0.00014165,0.7000,732.3
80,0.969137,0.950724,0.304229,0.943360,0.750195,0.871937,0.00014014,0.7000,757.6
81,0.968707,0.950758,0.300119,0.944362,0.756161,0.878887,0.00013862,0.7000,745.2
